,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743872,株式会社itosie.,,076-201-8560,石川県金沢市問屋町1-37, https://www.itosie.jp/,https://xn--pckua2a7gp15o89zb.com/jb/9858dab16861b29dc05a9270121394e9,介護福祉士／介護職・ヘルパー／itosie小規模多機能ホームうちなだ,SOUND（介護）, , ,,,,介護,グループホーム、デイサービス、小規模多機能型居宅介護、,,,,正社員,,,,,,,,,,,
767267,株式会社itosie.,,076-201-8560,石川県金沢市問屋町1-37, https://www.itosie.jp/,https://xn--pckua2a7gp15o89zb.com/jb/9d57b66a0e5acf96a31bb446ab75bdce,介護福祉士／介護職・ヘルパー／itosie小規模多機能ホームうちなだ,ジョイスリー（介護）, , ,,,,介護,グループホーム、デイサービス、小規模多機能型居宅介護、,,,,正社員,,,,,,,,,,,
776062,株式会社ｉｔｏｓｉｅ．,,076-201-8560,石川県金沢市問屋町１丁目３７番地, https://www.itosie.jp/,https://xn--pckua2a7gp15o89zb.com/jb/f98f161baa155fccc1f5b8cb798b896a,デイサービスでの施設介護員,光誠会（介護）, , ,,,,介護,デイサービス　グループホーム,,,,正社員,,,,,,,,,,,
1007844,株式会社itosie.,株式会社itosie.,076-201-8560,石川県金沢市問屋町1-37, https://www.itosie.jp/,https://xn--pckua2a7gp15o89zb.com/jb/16f1ffe66eab562e7680a7a2be8155fc,介護福祉士／介護職・ヘルパー／itosie小規模多機能ホームうちなだ,光誠会（介護）, , ,,,,介護,グループホーム、デイサービス、小規模多機能型居宅介護、,,,,正社員,,,,,,,,,,,
767977,株式会社itosie..　　　,,076-239-0382,石川県金沢市近岡町849-1,https://www.itosie.jp/service/01/,https://xn--pckua2a7gp15o89zb.com/jb/756a34b099321df940e6b75309c6f427,介護職・ヘルパー／小規模多機能,ジョイスリー（介護）, , ,,,,介護,小規模多機能ホーム,,,,正社員,,,,,,,,,,,
767700,株式会社itosie.itosie小規模多機能ホ―ム,,076-239-0382,石川県金沢市近岡町849-1,https://www.itosie.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l79677396d45f106daa02ef08542a5dd0&p=t%2BAK7k0GmMUr0ZRss/MBmwC5iJdBfCjy2aQnuRRL8A6HeDAhvL8x5mhCknTu%2ButNEa9ubr%2BE5VmDbira1Mq6E2idAgfHqBQoe/89nqap1kfJxFSqYpJvRWhymiPriHolZC/tBMqm8a551j/xSj%2B7vWuR7vn1x/CpSDfrAMG0XhYFv/1c0ttaqO92RmXdQPJ9bikjnK1BLhHO5plAifUUH1c4HjsGbQS3ZrU5WBxO/QM0mKvVBl/HWzU2wW5SGA46aNGlhWr8FLcEZ3vI9E8qITxuHf7sfCQQkneOAnFyrhFYXpc4Qb/Tv/3vMAtnJ3um0Z%2Bidilnrihwjm6ZcgDCqcz4y%2BNrJR%2BOltc4bkG1CiJTfn1YTnqFzqgY2C1p/joBo8dU2sZlRgFVjA%2BFo%2BVVAe/Qm3vsqDMwVb7ZeaLLvcw/PyFj%2BmIaNvPFPzN6FO3YjhGn0yzmcPwtClcJv4gdi7Xa6%2B7hnTP9YUTACviEpdUQw/zhwkfetHozttfKevuNyXSzuEuhC06iul8iUTh6aA%3D%3D&ph=1fa257178877&phv=1,介護職員・ヘルパー小規模多機能介護福祉士夜勤手当あり,ジョイスリー（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
894823,株式会社ITOケアサポート ショートステイなごみの宿,,0562-57-7532,愛知県豊明市沓掛町荒畑26番57, ,https://xn--pckua2a7gp15o89zb.com/jb/429897be3f60f2383682d19f416fb0a4,介護職・ヘルパー,VIETA（介護）, , ,,,,介護,ショートステイ,,,,正社員,,,,,,,,,,,
382439,株式会社JapanBusinessPartner札幌センター,,03-6435-8511,東京都港区愛宕二丁目5番1号 愛宕グリーンヒルズ MORIタワー38階,https://www.infodeliver-jbp.com/,https://jp.indeed.com/rc/clk?jk=a273e9c3efbf50b3&fccid=b2073c8118961b0d&vjs=3,保険申込書のデータ入力,エクスオード（介護）,,千里智傑,105-6238,308,,IT,,,,,,,,,,,,,,,,
77896,株式会社JapanWell-beingデイサ...,,0584-47-7555,大垣市東大垣駅車7分,https://xn--pckua2a7gp15o89zb.com/jb/aa883cb0d1e7fa1b34c9ebf1332a92d3,,デイサービスにて介護職員,ビイサイド（介護）,,,,,,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
89188,株式会社JA福井市ライフサービスアクティブあぐ...,,0776-29-0101,福井県福井市舟橋新1-106,https://xn--pckua2a7gp15o89zb.com/jb/e7722a6afd14ac42a0b657edba6f92b4,,福祉施設での介護員,ビイサイド（介護）,,,,27,,,,,,,アルバイト・パート,,,,,,,,,,,
361110,株式会社JOIYAS 咲くろーど,,083-242-1607,山口県下関市秋根北町５-ノビリティ新下関Ａ102,http://hp.kaipoke.biz/g4g/,https://jp.indeed.com/rc/clk?jk=502edc91c3cc23e0&fccid=82000a50cc5efc0d&vjs=3,「P」介護職員半日型デイサービス「咲くろーど」,FUJI（介護）,,庄司 哲治,751-0876,,,介護,,,,,,,,,,,,,,,,
571273,株式会社JSIケアサポートユウキ,,059-261-6625,三重県津市藤方２２５５番地３,,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lbe28420a233f593f06a4ef2168b96471&p=t%2BAK7k0GmMUr0ZRss/MBm%2BsZHSYrPBntsHUVXA6Ylm4YG9eBtlm0OzWVMRXzDm7sAHU7RX40%2BfTm6G9o/5JwzWidAgfHqBQoe/89nqap1kf8ZyVb1wKU/WjDLyLdR%2B8e5l41Kt7SxUlG04bICOpBihuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgvS72SPXMwZg3TEcBiDa%2B%2BfxAesTK7xK%2BzRJrfe6aNJGY/7kZidVwldRTaRZc9X6S25HKY/UcDj3z3FU/moYM8NoAHA3oivHoqk48vmymIV%2BktIWmr2AYD/r%2BBNX1Vz5TdGfonYpZ64ocI5umXIAwqnM%2BMvjayUfjpbXOG5BtQoiU359WE56hc6oGNgtaf46AZmTahbOOixzmClejebSaBl6emzfNEMU7wC3BHXRdZ2f7mrlwSsvKQCMnwCLGPhG/BuzlV8K1DpftQ5qsjXtyRehgGiOmYJ4yReLTnode0t%2B&ph=67a56f17d487&phv=1,介護職員・ヘルパー訪問介護事業所介護福祉士,ケアリンク（介護・三重）,,西川毅,514-0815,,,介護士,訪問介護,,,,正社員,,,,,,,,,,,
732409,株式会社JSIケアサポートユウキ,,059-261-6625,三重県津市藤方２２５５番地３,,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lbe28420a233f593f06a4ef2168b96471&p=t%2BAK7k0GmMUr0ZRss/MBm%2BsZHSYrPBntsHUVXA6Ylm4YG9eBtlm0OzWVMRXzDm7sAHU7RX40%2BfTm6G9o/5JwzWidAgfHqBQoe/89nqap1kf8ZyVb1wKU/WjDLyLdR%2B8e5l41Kt7SxUlG04bICOpBihuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgvS72SPXMwZg3TEcBiDa%2B%2BfxAesTK7xK%2BzRJrfe6aNJGY/7kZidVwldRTaRZc9X6S25HKY/UcDj3z3FU/moYM8NoAHA3oivHoqk48vmymIV%2BktIWmr2AYD/r%2BBNX1Vz5TdGfonYpZ64ocI5umXIAwqnM%2BMvjayUfjpbXOG5BtQoiU359WE56hc6oGNgtaf46AZmTahbOOixzmClejebSaBl6emzfNEMU7wC3BHXRdZ2f7mrlwSsvKQCMnwCLGPhG/BuzlV8K1DpftQ5qsjXtyRehgGiOmYJ4yReLTnode0t%2B&ph=67a56f17d487&phv=1,介護職員・ヘルパー訪問介護事業所介護福祉士,SOUND（介護）,,西川毅,514-0815,,,介護士,訪問介護,,,,正社員,,,,,,,,,,,
928803,株式会社JSPケアプランはづき,,0555-22-7555,山梨県富士吉田市上吉田東1－1－32,https://www.kaigokensaku.mhlw.go.jp/19/index.php?action_kouhyou_detail_023_kihon=true&JigyosyoCd=1971200587-00&ServiceCd=430,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l91a1c9d46267e79826d577029ef90086&p=t%2BAK7k0GmMUr0ZRss/MBmxqzmdps%2BYNS60%2BDCRynNw9DpmEeCjO5CSxKcnyOMJZoDpD0F1VJXYbTAqhrEKdHnY19Vc4o0oBwTZqoe9u0cK9nXsuKz193Ww3Ytz9BCNiyoftjdNyTVdLGR2pfgAM6JLjDbgKRX3aJBUKeioCL1rmRdMFeNupzviu4HD%2Bt5p2mZPPWAwzxIkDsI4wxyTGNnORyp1KrVqX28dd9eqtmY0DtGc%2BclTjUPBwuBHIdUtdqB2cem2qmqFDrMTJ%2BYhnGw4ej8pFP6xGeK0OwGYwmcUTapvz/KtgxF5U5wKV2Iv1uEZy/mLutWl9vDNksIpZDt9ErspU0uqKCKpmCAEMhVeJCWf9oGr9lr%2BsOCQrzmd3HIzOi2io5w8EJrCb2vEOXnaaxa5d0LQ3QM39jw69brGxM066Y6nIN7Y5279tRm9P7vBHKfaJubqvhtcFBfg5QmPYEIYV8LjBMKtm52EmscPbX9BK5x3nl%2B6KmmgzMLMm/b1FCVTgdviA7DUClzwoPSg%3D%3D&ph=d5613fe164bb&phv=1,介護支援専門員／居宅介護支援事業所／介護支援専門員／日勤のみ,田中（介護）, , ,,,,介護,ケアマネジメント,,,,正社員,,,,,,,,,,,
928782,株式会社JSPデイサービスこわた,,0554-45-7677,山梨県都留市鹿留２１９３,https://www.kaigokensaku.mhlw.go.jp/19/index.php?action_kouhyou_detail_033_kihon=true&JigyosyoCd=1971100266-00&ServiceCd=780,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l4c3a5ff61bd77f01d6120e104f3658ca&p=t%2BAK7k0GmMUr0ZRss/MBm/X9EXQTTypQuztgKCnHHK6jU5jWxwoFM3/fDdg77HCfhnwEBU9K4ExVWm4u51W5CGCn/3XZP%2BeK6oLzFM2jSlRyOl7TenXd8fhhUBdu9NURfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgqju72BGHds%2Bedc7v5U13559LOaPtP0otWtDLoo2cGzD76nO9cKLwcDVv%2BJj0OB26httMXbcv129q6LpOgIRfOf%2BgNN4GsHVaUxzQ/IV3XHgMgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fbl/JT8XhBuK7Sn2HrIBE1gd%2BAfrYI87dipm7B2/Fjljq8Ecp9om5uq%2BG1wUF%2BDlCY9gQhhXwuMEwq2bnYSaxw9hgcFfqkr3WZ5xp6DKCgvWyhgGiOmYJ4yReLTnode0t%2B&ph=773b556d6527&phv=1,介護職員・ヘルパー／デイサービス事業所／実務者研修／日勤のみ,田中（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
928808,株式会社JSPフィットネスサロンあおい,,0555-28-7117,山梨県富士吉田市下吉田5-32-13,https://jsp.co.jp/facility/fs-aoi/ ,https://xn--pckua2a7gp15o89zb.com/jb/c7c9cd78a227fd84bf3d4131cb00df8a,機能訓練型デイサービスでの介護職員,田中（介護）, , ,,,,介護,介護サービス,,,,正社員,,,,,,,,,,,
886508,株式会社Jフロンティア  一つ山グリーンサロン,,052-800-2676,愛知県名古屋市天白区一つ山3丁目2-1 CH一ツ山1階,http://www.jfrontier.nagoya/,https://xn--pckua2a7gp15o89zb.com/jbn/2f4dbdb3a16ee14c9fa97d3b7dba9cc3,介護職・ヘルパー／通所介護／デイサービス／介護福祉士の募集!,VIETA（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
500997,株式会社K’stown花の路。ショートステイ,,058-233-7061,岐阜県岐阜市早田栄町4-26,https://www.ks-town.com/%E8%8A%B1%E3%81%AE%E8%B7%AF-%E3%82%B7%E3%83%A7%E3%83%BC%E3%83%88%E3%82%B9%E3%83%86%E3%82%A4/,https://xn--pckua2a7gp15o89zb.com/jb/415c3990c761193ed388a51dc3f14964?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=organic,ショートステイの介護スタッフ,G&G（介護）,,,502-0847,,,介護,ショートステイ,,,,正社員,,,,,,,,,,,
502010,株式会社K’stown香の路ショートステイ,,058-233-7787,岐阜県岐阜市早田栄町4-30,https://www.ks-town.com/,https://xn--pckua2a7gp15o89zb.com/jb/4e09818a383bfdba8c50f74bba12f4c5?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=organic,ショートステイ／介護スタッフ,G&G（介護）,,,502-0847,,,介護,ショートステイ,,,,正社員,,,,,,,,,,,
590682,株式会社K’stown香の路ショートステイ,,058-233-7787,岐阜県岐阜市早田栄町4-30,https://www.ks-town.com/,https://xn--pckua2a7gp15o89zb.com/jb/4e09818a383bfdba8c50f74bba12f4c5?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=organic,ショートステイ／介護スタッフ,SOUND（介護）,,,502-0847,,,介護,介護,,,,正社員,,,,,,,,,,,
317356,株式会社KD.SEVENゆめか古江,,082-507-5515,広島市西区古江東町5-26,https://www.kd-seven.com/,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BjkUUIyXUArpO-ZxBm2wJjbg85mfziQOkeS4IJMEh3RPw0hc8QAXJiwQYz2BhnK14l7Nx2rJiSmZn31Li9u4_jGJOdJDi33bL7xDU_coHrcRPxzOk6l1_N1UYYUSn-cB6MgaWw28FDQlelfPg0PCTXILY3ngUYCJokn_egMDZVcIcVjTLr4EzNkpTgIott9mbX5kzLJ9CfqXZ_-VvBVZpKM3zioNrNR-B-UGguLTKwdRdRB6pFIwh8NJ8YobZmGyEs0ZuE5JE71AXoVQC4eHkL71lM8jGlMniNTeK-ZDd1E6PmtcAzxDSeMmSSW1oHqF6qEm8d19y2AML2us1VmGVoEOL21j2lT3ScunsU12XYOFujoXUcWSJJYE4NIgoIIAmJM9xb4f1Wt_fMqSzSHBcZHVMFB5epZ-8AhIJNglXDb_e24dH0KstpvR1O0PizPqRlhVm8IauF__sHF_OZFBw3lrsRzF3ZHk7j_5rmvlTeD_W8xU5b0pvEUYH29CgNET00zQ4c9fAtwp9-2acvj21doQWADKrUc40q3pj6Rb_COdR_dMH7Rx0XY5ERjK4OXHL5P969OjM_owYxIx0PG5UhGqiW2qy5Zcp5hSN7pT_2pN0oRgmwYh5iR7DDRZgbtl8xTYFTXcJDbzzioLUpT2elZAdywKHxqOaknaSeYnmHPpSsEQpQ6BZ23Lau54HY8TaSoNxYXxbulKih3ZaLYz4col-iSgI6kcrdHROFeJd8I7Nz2UBCnQMDCaSy2u-3DHJAHvtyU2hIqz-G3GvlHRfhgAVji2adECib-mn-gcNcH9E-Y5J307lgI-xvxImS3HQ=&p=9&fvj=0&vjs=3,介護職/駐車場無料/駅チカ/デイサービス,FUJI（介護）,,桒原　芳崇,,,,,,,,,,,,,,,,,,,,
802691,株式会社KEGキャリア・アカデミー,,073-421-1112,和歌山県和歌山市友田町二丁目145番地 KEG教育センタービル,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=30-%E3%83%A6-300085%2C1+++++,https://xn--pckua2a7gp15o89zb.com/jb/4e9a15ff1be276fb54e0a7b414227154,30-ユ-300085,ニューアース（介護）,,,,,,人材関連業,,,,,16,,,,,,,,,,,
802858,株式会社KINJITO　ライフサイズ野崎,,066-343-3003,大阪府大阪市北区曽根崎新地二丁目6番24号, https://kinjito.jp/,https://xn--pckua2a7gp15o89zb.com/jb/3bb79cc1c23cbbb6f9508421c46b9fc6,介護職／デイサービス,ニューアース（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
93091,株式会社KJデイハウスきらきら,,072-924-8851,大阪府八尾市南亀井町2-3-41,https://xn--pckua2a7gp15o89zb.com/jb/2bebcbafdbe8e3c5606f84827dce9fef,http://www.kirakira-kj.co.jp/,介護職日勤のみOK!ブランクOK,ビイサイド（介護）,,,,,,,,,,,アルバイト・パート,,,,,,,,,,,
359013,株式会社KKCサービス付き高齢者向け住宅 癒しの森,,072-804-5800,大阪府枚方市伊加賀寿町17-12,http://iyashinomori-kkc.sakura.ne.jp/,https://jp.indeed.com/rc/clk?jk=e4c93fc6b557d4b0&fccid=cf6aa00db91a0cdf&vjs=3,介護職　job164547　day,FUJI（介護）,,,573-0061,,,介護,,,,,,,,,,,,,,,,
864215,株式会社KNC企画　ひまわり福祉サービス塩屋事業所,,073-476-4810,和歌山県和歌山市新中島63-5, https://himawari-welfare.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l5397eff52a1d22c82302f7a50ae229cb&p=t%2BAK7k0GmMUr0ZRss/MBm01jS8isgL0pONVuqFBlgqbj1y3hnUuHVk8rdEd5UVpwJPvrg1CTORCsDgMEcgS3YGidAgfHqBQoe/89nqap1ke%2Br/Xjdk0eXmBZw1VHCFxHBIE3Wn35WWnVr7hNq0oz40f9c7M%2BHFfdOKPRrw0349Cggenjmfd0HTumWqHEZVhqsmc6RrFc02GYHPfvJ7ZbXLWMEUTeOsZarXroYHtp79jRS/R/W0WYvYNOHyjz7K9QgUG4pt6nRKo/mPQkWDCrVTNSUm1KNqN/VkllCeDUvbY0VtHChDwEnwyVeuHIw7vcPBho6HTwx%2Bch1CfldI%2B/ETIA5vqgFwismtd7a0YqdNLb98MHHHMaZTnZXnkPxXHSA2pRskH%2Be2zsdphq1FdH25SGtwRF0cq0GU9k62iqBUHw1xlZ15E2MMwFiH32VRM/HoHwlpYR5ku0oyfxUvxMIh0nPbwM7Ye5Dj3cwOy1ELeTtpLlIXhg90yWEegzMpBfKWm8Dw7NmoRpB7BcITr54O1oyAFD5Vb543wrcVJdpGk%3D&ph=15ccf2f6998e&phv=1,介護職員／介護福祉士／デイサービス／日勤のみ,ニューアース（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
769958,株式会社ＫＵＮＰＵケアプラス　シーサイドリビング沙美,,086-528-9113,岡山県倉敷市玉島黒崎5577, ,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=ld5a56e6df15fbc134f906b9f9ee71353&p=t%2BAK7k0GmMUr0ZRss/MBmyJCjyUe8Ee/GOZm4%2ByT5zvKrUkWlF2h7e2v4G95LDoFHFJCy5%2BphHuOoMk17MK%2BU1YtZ3Bbe2u8p1GqFeRxtPOKS0qfoW0EGdiMpIVfSM5kfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgmJjfiPHToC8qK%2B7GV3loaCWOnGiNE8%2BeZZsmrqxemNK76nO9cKLwcDVv%2BJj0OB26pzUEq%2BGNLi7jl%2BTT7OtHUArhAPp7Vg%2BoEml9eMpzWTDBQxswlI0BvJSkBoOlWzDdbBJCNcjQ%2BpDiDrRbA%2BMt6asPIrYUynS6NvjgU5KazmAUVbosNnOdLLwgIklU5gtcStXi29LjP0iGr0DearCdnrH0mVUz6Pud%2BFfsf%2BoMk6W0NF9IvP5Xt9Yplq3yGTYoFNjvdbN9cUdgeIl6WVAM%2BbhL6cxRwN/QJdwaA5XTPJayXSzuEuhC06iul8iUTh6aA%3D%3D&ph=cc0f7ffb5b11&phv=1,介護職員・ヘルパーグループホーム介護福祉士夜勤手当あり,ジョイスリー（介護）, , ,,,,介護,認知症対応型共同生活介護,,,,正社員,,,,,,,,,,,
816702,株式会社Ｌ．Ｓ．Ｉ．,Sグラン中山東,0829-42-5955,広島県広島市西区高須４丁目１２番２２号,https://www.lsi-kk.co.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l6c646318933a3b406b7fcbb9542e719e&p=t%2BAK7k0GmMUr0ZRss/MBmygNg%2Bb1CHbOn756/mKvsRidKrSH6LtSFx7M%2BM5Xa7AqXWmg9y4KC1YRrVQtACcBCwOSwLbPuGQPiLb3ZUEps4nSMi9i%2BkAvFmrtgINknq6PNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINlAJWlLx8NEORZKcRyQeufq7VEm6PHTChHVl1Fw46qIS1c4nUiLnykUxIU/%2BXiqRso7NPKvu1lLeG38Te7I7wXJ4HjWkP5Z0ZefVDOUAaV7M%2Bh9xUGaeQsr8BAQgxQ8Oz9ErspU0uqKCKpmCAEMhVeJCWf9oGr9lr%2BsOCQrzmd3Hvg8vN/kdYuyyCtengsQhufC9XW30X%2BzUhIPYaz8U45LOLwrERnfJSzut%2BK7nbC4NW4mesEHoj3yVVG2i8GwDVSampSxWJsQCPimJSyjbwtk26nDk2S0Z2GMdVw69FGXW&ph=9dd4c6f7e600&phv=1,介護職員／実務者研修／日勤・夜勤両方,ジョイスリー（介護）,,,,,,介護,介護,,,,正社員,,,,,,,,,,,
946971,株式会社LCGCareVilla入間,,429690462,埼玉県入間市野田3004-6,https://lifecare-ikkyu.net/service/1424/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l8a2b464698bd94048eda149736c6e570&p=t%2BAK7k0GmMUr0ZRss/MBm5DWH7amJ47XDIn0891Ae0SMyzkgQLrcg4wLTZnyIUexDj7uN9k8BAW/krkeJGLsnno2ytkGl2erCqz21oJ07I38q5cF0LKS9h35tAHMOib%2ByPIO26/I9VtrdlETv8pGQpva26DgKc7dphM0D32D7W97S6gqy51nRefgDydxshdUyvDy0ULD0Gz/r6kXnA2He0MCb41uuboDBdb/Y7hCYOHeeakoS4EROxrwRTmPKo2fb5RPpaT0ZOYJjl5qKuOjqGVVFtmRLmEgaRpE7lnHhNMO6JLzde9YSPkl9UUDTllF7Z%2Bg8D1Rr2q1WDwluW48GKH148qrFhwf2W5gmuQVbHdP/t1tFTKHxdS6AVNsqrAqdVxvs62BpvOwtpWHXbqQqMtVtT22NQYR/lJq8GNFYDN6NC8p5LjvBViMpf%2BwdDclDo/UQT6f/MCPItBQJ4a%2Bjf1%2BqjmKS7y2ZRSeECimxfCJv4TIQ87vIoTcUsvxNvrpCINnAUWenUy0c4hX2wG%2BMM2gaAf8CkL3jtpxsDmMI1A%3D&ph=b1cd45d6d6d7&phv=1,介護職員・ヘルパー／有料老人ホーム／介護福祉士／日勤のみ,LINK（介護）, , ,,,,介護,有料老人ホーム,,,,正社員,,,,,,,,,,,
932120,株式会社LCJヘルパーステーション三条大宮,,075-823-4477,京都府京都市中京区姉猪熊町332,https://cs-lcj.tkc.best-hp.jp/home,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l018760b757d60a0984eb43d5abf2fc1e&p=t%2BAK7k0GmMUr0ZRss/MBm4f9OwYWozWiUxZliyd6aOsOr/NpwF5imLdIsOOHGNIyNoFEmKyBnKO5R91Oxi8CemidAgfHqBQoe/89nqap1kcOYtWP39eT4O7LFoeOj5VWBIE3Wn35WWnVr7hNq0oz40f9c7M%2BHFfdOKPRrw0349Cggenjmfd0HTumWqHEZVhqsmc6RrFc02GYHPfvJ7ZbXLWMEUTeOsZarXroYHtp79gk57nMc%2BdP4tE09fR1ggB/m5FKSMaR7flN%2BTmeyaofa26j1VTQjNLXl6k2ZZ8moN%2BJAVkIExylCU6eeGcI/u67EqdIj%2B%2BNdK/fiVOh%2BuqlMnpCXxhFNxKZf%2BmsR5oGavFau81GRk3qZIPG3YR6C4y/5rWYUicKLu7MErumTGRaIMu9agbQ%2B/CAOe/jcVQp%2B3odqc4W1/qjm4qlaAWa5Log1r2S6fFRM24hdUE3SxQXTsXIAIg2%2BEmBsyPOCEFpqgsjISbbSUFAt5TSkz9SVbvV7WjIAUPlVvnjfCtxUl2kaQ%3D%3D&ph=f8b8a38f2841&phv=1,介護職員・ヘルパー／訪問介護事業所／初任者研修／日勤のみ,ニューアース（介護）, , ,,,,介護,介護,,,,正社員,,,,,,,,,,,
758625,株式会社LEOC 一般財団法人双仁会 青森厚生病院,,017-788-3121,青森県青森市大字新城字山田488番地1.,https://soujinkai-kousei.org/kousei-aomori/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=le81ff785c4ab06d1dc168b74e88aef82&p=t%2BAK7k0GmMUr0ZRss/MBmyny0xaCKORik8HfBOPgE/SBBFnkQghzR0rUTz6kqw6hdkchfW0TnzA5Iut/9rK6bno2ytkGl2erCqz21oJ07I1UaGG2JKtN6gGnuovbzQ1RNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINt5l0tGLF58ZUgEgiWM/FNgIoLgYf6VVJ3b6QpF6RRUv1c4nUiLnykUxIU/%2BXiqRsuB2%2BDIR4JnkuSoXOjEd1q0M8SSYAIB6gJCPMFnoK3T9h3FHj4bFthKa7Ak6uixrm9ErspU0uqKCKpmCAEMhVeJCWf9oGr9lr%2BsOCQrzmd3HEwD2AlaAI50LdcOoWk08DC3tPOu3fbNHPsxHp5dwGncPry0VkwPy54bJ2JZJHDt%2BTLha76u4pmAo2e5c0ECp4DxFKzgjzRWbFY9gqHFWVarK%2Bv21EyTD6EewAeTIrnmwO4O/P4qNHnVkv4m20gxFnA%3D%3D&ph=4a920b703613&phv=1,介護福祉士／介護職・ヘルパー／病院／交通費支給／再雇用制度有,SOUND（介護）, , ,,,,介護,デイケア,,,,正社員,,,,,,,,,,,
931332,株式会社Life is  訪問介護ステーションライフイズ,,0798-54-3555,兵庫県宝塚市鹿塩２丁目8番13号,https://www.lifeis-jp.co.jp/facility/nurse,https://xn--pckua2a7gp15o89zb.com/jb/9871581fd0cbfc9a960ddbba82ce60a1,訪問介護士,ニューアース（介護）, , ,,,,介護,訪問介護,,,,正社員,,,,,,,,,,,
86661,株式会社Life・遊Life・遊わくわくデイ...,,052-880-6537,愛知県名古屋市天白区焼山２丁目１０５番地ルナールピナス１F,https://xn--pckua2a7gp15o89zb.com/jb/a21a327133162864a85414bba6603053,https://lifeyou-net.com/73409/,勤務時間・曜日ご相談くださいデイサービスでのお仕事です!...,ビイサイド（介護）,,,,,,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">アルバイト・パート</li>",,,,,,,,,,,
91614,株式会社LiNK訪問介護ステーションりんく,,072-737-7197,大阪府池田市神田一丁目3番11号,https://xn--pckua2a7gp15o89zb.com/jb/7423c3e197465c7ecc7761512d962cee,https://link-i.hp.gogo.jp/pc/,介護スタッフ,ビイサイド（介護）,,,,,,,,,,,アルバイト・パート,,,,,,,,,,,
927362,株式会社M.Y.Yケアリング取手,,06-6335-9891,茨城県取手市椚木194-3,https://myy-medical.co.jp/,https://xn--pckua2a7gp15o89zb.com/jbn/0c59b17bdaaa1369e48a90ca00011674,2025年1月OPEN／介護スタッフ／オープニングスタッフ,SND（介護）, , ,,,,介護,介護職員,,,,正社員,,,,,,,,,,,
769148,株式会社Matomari　サービス付き高齢者向け住宅福優,,0037-630-82724,奈良県奈良市佐保台西町72 -101, ,https://xn--pckua2a7gp15o89zb.com/jb/725fe38633b64b08c340723f67258eed,社会保険完備の職場で介護職／ヘルパー,ジョイスリー（介護）, , ,,,,介護,介護職/ヘルパー,,,,正社員,,,,,,,,,,,
